drug_name,adr_text,smiles
ESTRADIOL,Sjogren^. Anxiety. generalised. appetite. Dizziness. Weigh. Ora. Dyspnoea. haemorrhage. Anhedonia. heigh. disorder. blistering. Infection. Ches. Abdomina. perforation. deterioration. Emotiona. Decrease. distress. distension. pain. Infusio. Woun. reaction. increased. interaction. Flushing. infection. relate. ineffective. Fatigue. Hypoaesthesia. Genera. Fall. Dru. Alopecia. healt. pressur. Recta. Hospitalisation. decreased. Bloo. syndrome. Flatulence. Nausea. Uterin. Ey. physica. Arthritis. fibrosis. Ras. Bod. mucosa,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
ESTREVA,Meningioma,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
ESTRING,Vagina. Weigh. haemorrhage. increased,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
ETHAMBUTOL,C-reactiv. protei. Pyrexia. aggravated. i. haemorrhage. Dyspnoea. Re. Ches. Abdomina. Urticaria. cel. Conjunctiva. Complemen. Alanin. reaction. maculo-papular. increased. Blister. Vomiting. Hypoaesthesia. facto. aminotransferas. Epigastri. Seru. Respirator. pressur. decreased. sedimentatio. Anaphylacti. C. Bloo. extremity. Nausea. discomfort. Polyneuropathy. Aspartat. Hear. sickness-lik. Papule. Conditio. Diarrhoea. Ras. Pai. bloo. rat,CC[C@@H](CO)NCCN[C@@H](CC)CO
ETOPOSIDE,Febril. upper. Visio. pai. Dyspnoea. issue. decompensation. Ches. qualit. Abdomina. Diseas. leukaemia. Tinnitus. progression. Acut. Produc. neutropenia. Headache. Bronchopulmonar. Aphasia. pain. Infusio. reaction. Hyperhidrosis. Hemiplegia. Secon. Neurologica. Flushing. relate. malignancy. primar. Myelodysplasti. aspergillosis. syndrome. Nausea. myeloi. Sepsis. Death. blurred. Hypoxia. Leukoencephalopathy,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
EUPANTOL,state. Bronchia. Somnolence. Rhonchi. obstruction. Wheezing. Confusiona,COC1=C(C(=NC=C1)CS(=O)C2NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+]
EUPHYLONG,flutter. Atria,CN1C2=C(C(=O)N(C1=O)C)NC=N2
EUPRESSYL,Pneumococca. Internationa. Dyspnoea. neoplasm. Epistaxis. failur. Benig. acute. Hypoalbuminaemia. increased. Rena. effusion. infection. discharge. oesophagea. normalise. Hepatocellula. Asthenia. Filariasis. Purulen. Cholestasis. rati. injury. Pleura,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
EURODIN,C-reactiv. protei. Hypoproteinaemia. Pyrexia. Insomnia. Oropharyngea. Biops. Erythema. Dyspnoea. Neutropenia. disorder. Restlessness. Ches. peripheral. Systemi. Intentiona. Hyperammonaemia. Oedem. Eatin. Lupu. Leukopenia. pain. increased. effusion. ineffective. kidney. Psychiatri. Dru. lupu. behaviour. syndrome. Pneumonia. Eosinophilia. nephritis. erythematosus. Cough. Abnorma. symptom. self-injury. Pleura. Nephroti,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4
EUTHYROX,administratio. Menta. Applicatio. Bedridden. sit. Muscl. Incorrec. Deafness. administered. Pruritus. dos. Ea. Lim. Headache. erythema. Moto. infection. error. Gout. Hypoaesthesia. Fall. Dru. pruritus. dysfunction. vesicles. spasms. injury. impairment. Nephrolithiasis,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)[O-])N.[Na+]
EVEROLIMUS,Pneumothorax. Bon. Ora. illness. Infection. trac. Pneumonitis. Rash. Diarrhoea. Breas. exertional. Pai. Pleura. upper. pai. Dyspnoea. Malaise. Acne. progression. nutrition. metastatic. ulceration. herpes. Nai. decreased. Stomatitis. discomfort. Influenz. Mout. face. Cough. Pain. Swellin. Glossodynia. oedema. Weigh. disorder. cance. Abdomina. Diseas. Decrease. Arthralgia. Eatin. altered. Fatigue. Facia. lik. Ulcer. Nausea. irritation. Moo. Paraesthesi. Dysgeusia. Hypoaesthesi. Wheezing. Parentera. appetite. Dyspnoe. temperatur. i. Onychoclasis. cancer. Ches. Epilepsy. oral. Eyeli. Headache. pain. o. increased. effusion. jaw. Respirator. skin. Migraine. Chills. Bod,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC
EVIPLERA,Seizure,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N.C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F.C(=C/C(=O)O)\C(=O)O
EVISTA,Pyrexia. Oropharyngea. Bon. Weigh. Neuropath. haemorrhage. cance. female. Spondylitis. peripheral. Nasa. densit. pain. increased. congestion. Recta. decreased. Stomatitis. Breas. Constipation,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl
EVITOL,haematoma. Traumati,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
EXCEDRIN EXTRA STRENGTH,accident. phosphatas. Cerebrovascula. alkalin. Bloo. increased,CC(=O)NC1=CC=C(C=C1)O.CC(=O)OC1=CC=CC=C1C(=O)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
EXCEGRAN,lun. Interstitia. disease,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
EXELON,interaction. carcinoma. Dru. Shoc. Pancreati. haemorrhagic,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
EXELON PATCH,Hi. appetite. Weigh. disorder. burnin. Alzheimer^. Dementi. deterioration. Sudde. fracture. death. Decrease. Blister. Rena. Genera. healt. Apparen. Cerebrovascula. Electrolyt. decreased. Cardia. accident. Death. type. sensation. imbalance. physica. Ski,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
EXEMESTANE,Pneumothorax. Bon. Ora. illness. Infection. trac. Pneumonitis. Rash. Diarrhoea. Breas. exertional. Pai. Pleura. upper. pai. Dyspnoea. Malaise. Balanc. Acne. progression. metastatic. ulceration. herpes. Gai. Nai. decreased. discomfort. Influenz. Mout. face. Cough. Pain. Swellin. Glossodynia. oedema. Weigh. disorder. cance. Abdomina. Diseas. Decrease. Arthralgia. Osteonecrosi. Metastase. Fatigue. disturbance. Facia. lik. Ulcer. Nausea. irritation. Paraesthesi. bone. Dysgeusia. Hypoaesthesi. Wheezing. appetite. Dyspnoe. temperatur. i. t. Onychoclasis. cancer. Ches. oral. Eyeli. Headache. pain. o. increased. effusion. jaw. Respirator. skin. Migraine. Chills. Bod,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C
EXFORGE,. Pyrexia. Insomnia. mellitus. diabete. i. Urinar. Myocardia. cancer. Memor. Hypertension. Hepati. Prostati. Prostat. obstruction. pain. Haematuria. Typ. infection. trac. Respirator. extremity. Cardia. Lymphoma. infarction. Diarrhoea. failure. impairment. Pai,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
EXFORGE HCT,Diabete. mellitu. control. inadequat,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O.CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl.C1=CC=C(C=C1)S(=O)(=O)O
EXJADE,Death. abnormal. progression. Agranulocytosis. Influenza. coun. Haemoglobi. decreased. Bloo. Neoplas,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O
EZETIMIBE,Dru. interaction. Recta. haemorrhage,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O
EZETROL,Incorrec. palsy. Overdose. administered. dos. Memor. segmen. abnormal. S. Electrocardiogra. Vomiting. Syncope. Subdura. Trigemina. Asthenia. Bloo. Nausea. haematoma. glucos. impairment,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O
FALDAPREVIR,swelling. Ey. Pancytopenia. Ras. Pruritus. maculo-papular. Eczema,CC(C)C(=O)NC1=NC(=CS1)C2=NC3=C(C=CC(=C3Br)OC)C(=C2)O[C@@H]4C[C@H](N(C4)C(=O)[C@H](C(C)(C)C)NC(=O)OC5CCCC5)C(=O)N[C@@]6(C[C@H]6C=C)C(=O)O
FALECALCITRIOL,Haemoglobi. decreased,C[C@H](CCCC(C(F)(F)F)(C(F)(F)F)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
FAMCICLOVIR,Diarrhoea. Fatigue. Furuncle,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
FAMOTIDINE,aggravated. Wheezing. Dizziness. generalised. Weigh. Dyspnoea. Kouni. Influenza. disorder. Abdomina. reflu. Acut. Escherichi. Eatin. Platele. Headache. Agranulocytosis. nutrition. increased. Paraesthesia. disease. Vomiting. Hypoaesthesia. myocardia. Contusion. Gastroenteriti. decreased. coli. coun. syndrome. Vertigo. Nausea. Pruritu. discomfort. Gastrooesophagea. Dysgeusia. infarction. Conditio. Diarrhoea. Bronchitis. Ecchymosis. Parentera,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N
FAMVIR,Cytomegaloviru. ulcer. upper. pai. haemorrhage. systemi. Nephrogeni. Abdomina. Escherichi. Vomiting. infection. Strongyloidiasis. Histoplasmosis. Oesophagea. Nausea. Hyponatraemia. Gastrointestina. fibrosis. bacteraemia. Hypokalaemia,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
FANAPT,peripheral. Gai. disturbance. Oedem,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
FARESTON,Bacteria. Gingiva. Ora. i. disorder. failur. cance. Nephrogeni. Mitra. swelling. Loos. anaemia. Malignan. bleeding. progression. neoplas. Gingivitis. erythema. incompetence. diseas. o. Anaemia. Rena. Osteonecrosi. infection. Aorti. Periodontitis. jaw. II. valv. Angin. chronic. Breas. mixed. impairment. pectoris. Tenderness. Pai. bon. tooth. Expose. stag,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
FEBURIC,Hypocalcaemia. Malaise. failur. Pruritus. outpu. phosphokinas. peripheral. misuse. Intentiona. acute. Dehydration. Hepatiti. dru. increased. Rena. decreased. Bloo. creatin. shock. Urin. Death. Lymphoma. failure. Septi. potassiu. Oedem,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
FELBAMATE,Cardia. Arrhythmia. epilepticus. distress. Respirator. Acidosis. arrest. Statu,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
FELDENE,upper. pai. Dru. hypersensitivity. Abdomina,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
FEMARA,discomfort. glucos. Ocula. abnormal. Dr. Ey. eye. pain. Hyperglycaemia. Bloo. Ches. hyperaemia. increased,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
FENOFIBRATE,administratio. error. Death. Influenza. Dyspnoea. Dru. Ammoni. Asthenia. Pneumonia. increased. Anaemia,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
FENTANEST,oedema. Epiglotti. Tongu. face. Rash. Swellin,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
FENTANYL,Bacteria. toxi. Hyperaesthesia. coronar. Eosinophi. Neoplas. Neutrophi. swelling. statu. depression. Promyelocyt. cel. Atria. abnormal. glaucoma. abuse. Dru. Hepatomegaly. artery. Haematocri. Insomnia. Pyrexia. sinu. granulatio. present. Menta. Toxicit. Dyspnoea. Myelocyt. Lymphocyt. Metamyelocyt. Hepati. changes. Platele. Leukopenia. Agranulocytosis. Haemoglobi. Arteriosclerosi. infection. Urethra. stimuli. congestion. Procedura. agents. Gai. decreased. saturatio. creatin. Unresponsiv. tes. Hear. Pain. steatosis. venou. oedema. Neutropenia. disorder. Poo. Re. left. B1. peripheral. phosphokinas. stenosis. stroke. Whit. Arthralgia. Granuloma. Hyperhidrosis. functio. Anaemia. Flushing. Fatigue. Hypoaesthesia. disturbance. Alopecia. Tachycardia. malignant. coun. Bloo. Oxyge. creatinin. Hypotonia. Basophi. access. rat. Oedem. Vitami. Serotoni. complication. incontinence. Urinar. Obstructiv. t. Shif. Pulmonar. fibrillation. variou. Dehydration. th. Schizoaffectiv. Cardiomegaly. Live. closur. Blas. increased. airway. interaction. Monocyt. Sic. Respirator. pressur. Loca. Acidosis. syndrome. Ischaemi. Angl. bloo. folat,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
FENTANYL CITRATE,deterioration. Gastrointestina. Genera. Whit. physica. healt. bloo. obstruction. cel. Platele. increased. Anaphylacti. coun. decreased. shock. Anaemia,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
FENTANYL TRANSDERMAL SYSTEM,Death,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
FENTORA,Feelin. Death. stimuli. t. cance. abnormal. Endometria. Unresponsiv. metastatic,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
FERO-GRADUMET,fracture. Pathologica,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Fe+2]
FERRIPROX,Influenza. Agranulocytosis,CC1=C(C(=O)C=CN1C)O
FERRLECIT,Nephrogeni. systemi. fibrosis,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[O-2].[O-2].[O-2].[Na+].[Fe+3].[Fe+3]
FERROMIA,prolonged. Electrocardiogra. Q,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+].[Na+].[Fe+2]
FERROUS,Vomiting. Wheezing. Dyspnoea. Escherichi. Diarrhoea. Bronchitis. Gastroenteriti. coli. Nausea,[Fe+2]
FERROUS FUMARATE,peripheral. i. Pai. Chillblains. extremity. Oedem,C(=C/C(=O)[O-])\C(=O)[O-].[Fe+2]
FERROUS GLUCONATE,interaction. Adenocarcinom. haemorrhage. Dru. pancreas. Conjunctiva,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Fe+2]
FERROUS SULFATE,appetite. Adenocarcinom. Weigh. Visio. haemorrhage. pancreas. Urinar. Incorrec. administered. dos. oesophagitis. Melaena. Gastritis. Increase. Hypertension. carcinoma. Haemoglobi. Pregnancy. increased. Anaemia. disease. infection. Hypoaesthesia. trac. Hypotension. Inflammator. Dru. Tachycardia. Wound. decreased. Asthenia. Pancreati. Erosiv. Seizure. Gastrointestina. bowe. blurred. hypersensitivity,[O-]S(=O)(=O)[O-].[Fe+2]
FERROUS SULPHATE,Funga. Death. complication. Peritonea. dialysi. peritonitis,[O-]S(=O)(=O)[O-].[Fe+2]
FESOTERODINE,Diplopia. Vomiting. Dizziness. Gai. disturbance. Dyspnoea. Gastroenteritis. disorder. Balanc,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2
FETZIMA,Slee. Unevaluabl. event. Movemen. attack. disorder. torsion. terror. Pani. Testicula,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C2=CC=CC=C2.Cl
FEXOFENADINE,Insomnia. aggravated. Dizziness. Febril. Dyspnoea. incontinence. Urinar. disorder. Pruritus. Los. event. consciousness. spontaneou. Escherichi. neutropenia. Chroni. Faeca. Infusio. reaction. o. Vomiting. Flushing. Angioedema. ineffective. relate. Unevaluabl. Dru. Gastroenteriti. pressur. decreased. coli. Bloo. Nausea. movemen. urticaria. Ey. Conditio. Diarrhoea. Bronchitis. Rash. Dyskinesia. absent. Wheezing. Puls. diastoli,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
FINASTERIDE,Insomnia. Flui. appetite. retention. Dizziness. Weigh. Dyspnoea. Transaminase. Depression. dreams. Malaise. Hypoacusis. Testicula. Feelin. swelling. Decrease. Atypica. abnormal. increased. ineffective. pneumonia. Dru. Disorientation. Splenomegaly. decreased. Hypersensitivity. Abnorma. Nightmare,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
FIORICET,use. Dysstasia. fiel. defect. Depression. Anhedonia. Abdomina. deterioration. Emotiona. Cerebra. distress. vei. labe. Injury. pain. Brai. increased. Genera. ineffective. Gai. disturbance. Visua. Dru. healt. Myalgia. Cerebrovascula. pressur. Bloo. accident. thrombosis. physica. injury. Pain. Of. Jugula. venou,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C.CC(=O)NC1=CC=C(C=C1)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
FIORINAL,hypersensitivity. Dru,CCOC1=CC=C(C=C1)NC(=O)C
FIRAZYR,Anxiety. Hereditar. angioedema. i. Pani. Depression. attack. Pai. extremity,CC(=O)O.C1CC[C@H]2[C@@H](C1)C[C@H](N2C(=O)[C@H]3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC5=CC=CS5)NC(=O)CNC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H]7CCCN7C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)N)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
FIRMAGON,rout. dru. infection. Clostridiu. Injectio. N. therapeuti. response. sit. Diarrhoea. Incorrec. Dehydration. difficil. pain. nodule. reaction. o. administration,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C8C=C7)NC(=O)C
FLAGYL,Clostridiu. Pregnanc. haemorrhage. haemorrhagic. cyst. Melaena. uter. device. Haematochezia. contraceptiv. difficil. Injury. pain. interaction. infection. ineffective. Ovaria. Dru. Diarrhoe. Recta. Embedde. wit. Dyspareunia. Pain. Adnex,CC1=NC=C(N1CCO)[N+](=O)[O-]
FLAXSEED,smea. Influenza. haemorrhage. Epistaxis. Diseas. Whit. progression. cel. Headache. abnormal. dru. Woun. reaction. increased. Fatigue. lactat. Contusion. dehydrogenas. coun. Bloo. Advers. Nausea. tes. bloo,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
FLECAINIDE,Hear. Palpitations. pain. Ches. rat. increased,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
FLECTOR,generalised. Ras. Rash,C1CCN(C1)CCO.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
FLEXERIL,Vitami. use. Anxiety. . procedura. Pregnanc. Thrombosis. haemorrhage. Pancreatitis. Dee. Depression. t. Stress. issue. Malaise. Abdomina. Hypergammaglobulinaemia. perforation. Feelin. Pulmonar. deterioration. fibrillation. difficul. device. Arthralgia. Cerebra. vei. contraceptiv. labe. Injury. abnormal. pain. Atria. Nephrolithiasis. Paraesthesia. Genera. ineffective. Hypoaesthesia. Gai. disturbance. dislocation. Dru. Suicida. deficiency. healt. Myalgia. embolism. discomfort. Pos. wit. Uterin. ideation. thrombosis. physica. Pain. Devic. hypersensitivity. Of. Jugula. venou,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl
FLIVAS,Cardia. Mitra. Tricuspi. valv. failur. incompetence. congestive,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O
FLIXOTIDE,disease. obstructiv. pulmonar. Chroni,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
FLOLAN,Pyrexia. respirator. Flui. appetite. retention. Sinusitis. Clostridia. contact. Dermatiti. Ea. Nasa. Decrease. Lethargy. increased. Uppe. infection. Fatigue. trac. congestion. Hypersensitivity. Hear. Diarrhoea. Bronchitis. Nasopharyngitis. rat,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O)O.[Na+]
FLOMAX,Psychoti. interaction. Flushing. Pancreati. Dizziness. progression. Ulce. haemorrhage. Dru. carcinoma. Depression. Alopecia. disorder. Asthenia. Nausea. Diseas,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
FLONASE,expirator. . Dizziness. mellitus. Sinusitis. diabete. Dyspnoea. Dee. lim. cance. Force. Abdomina. female. Diabeti. deterioration. Asthma. fracture. carcinoma. Escherichi. vei. Injury. pain. Typ. Uppe. Vomiting. Genera. Gai. disturbance. healt. Gastroenteriti. decreased. coli. Asthenia. neuropathy. Pancreati. Nausea. thrombosis. physica. Diarrhoea. Bronchitis. Pain. volum. Breas. Wheezing. Thrombosis,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
FLORINEF ACETATE,Dehydration,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
FLOVENT,use. pulmonar. Gingiva. cysti. hyperplasia. Dyspnoea. Speec. Epistaxis. disorder. Malaise. Bronchiti. Abdomina. Ea. Whit. Infectiv. Arthralgia. Gingivitis. cel. Haemoglobi. Headache. labe. abnormal. pain. dru. reaction. erythema. Of. increased. o. dispensin. error. congestion. Dru. Contusion. Thrombocytopenia. pressur. decreased. Bloo. coun. inflammation. Advers. Pneumonia. chronic. Thinkin. Cough. Rash. fibrosis. bleeding. bloo. exacerbatio,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
FLUCONAZOLE,Pyrexia. Menta. Bon. Dee. Neutropenia. Tonsillitis. cance. cough. statu. Pharyngea. Phlebitis. Tonsilla. vei. changes. Leukopenia. erythema. metastatic. discharge. Dru. Thrombocytopenia. marro. Odynophagia. Lymphadenopathy. Productiv. Purulen. Death. thrombosis. Pancytopenia. Cough. Breas. failure. hypertrophy. hypersensitivity. Nasopharyngitis,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
FLUDARABINE,use. Lun. disorder. Infection. Hepatotoxicity. Cardiotoxicity. graf. Mucosa. Venoocclusiv. Nephropath. Malignan. hos. progression. Acut. neoplas. Transplan. acuit. labe. reduced. Chroni. Neurotoxicity. Papilloedema. disease. toxic. ineffective. Visua. Dru. inflammation. versu. Gastrointestina. Death. Tempora. failure. toxicity. Of. arteritis. Graf,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N
FLUDROCORTISONE,Papilloedema. substitutio. Visua. Dru. Produc. impairment. issue. Headache. effec. decreased,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
FLUDROCORTISONE ACETATE,Fall. Muscula. weakness,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
FLUIMUCIL,haematoma. Thrombocytopenia. Petechiae. Intra-abdomina,CC(=O)N[C@@H](CS)C(=O)O
FLUINDIONE,Vitami. . interaction. Internationa. rati. Dru. deficiency. normalise. decreased,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F
FLUMETHOLON,Ageusia. Hyposmia,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
FLUNITRAZEPAM,Insomnia. aggravated. Pyrexia. Oropharyngea. Aspiration. Neutropenia. Malaise. Re. Lymphocyt. disorder. Eosinophi. Restlessness. Neutrophi. Los. Choking. Intentiona. Cardio-respirator. Hyperammonaemia. consciousness. cel. Eatin. Leukopenia. pain. arrest. o. increased. hypersecretion. percentag. Thirst. Vomiting. ineffective. Asphyxia. Psychiatri. Fall. Dru. prolacti. Salivar. pressur. behaviour. decreased. Bloo. coun. Pneumonia. Eosinophilia. Hear. Cough. Conditio. Abnorma. Constipation. symptom. bloo. self-injury. diastoli. rat,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
